  9809     SPring-8 14b2 
 Fe-K_FePO4_Si1  20.05.26 16:04 - 20.05.26 16:08
 FePO4                                                                           
 Ring :   8.0 GeV    99.5 mA -   99.6 mA
 Mono :   SI(111)       D=  3.13551 A    Initial angle= 17.07739 deg
 14b2      Transmission( 2)   Repetition=  1     Points= 4415
 Param file :                 angle axis (1)     Block =    1

 Block      Init-ang  final-ang     Step/deg     Time/s       Num
     1       16.95500  13.23500    -0.000850       0.05      4415
 Ortec( 0)     NDCH = 3
  Angle(c)  Angle(o)    time/s         2         3
      Mode         0         0         1         2
    Offset         0         0    47.200   101.900
  16.45010  16.45754     0.050     29706     18753
  16.44925  16.45667     0.050     29716     18765
  16.44840  16.45583     0.050     29729     18780
  16.44755  16.45506     0.050     29720     18786
  16.44670  16.45435     0.050     29724     18796
  16.44585  16.45360     0.050     29738     18807
  16.44500  16.45284     0.050     29725     18814
  16.44415  16.45202     0.050     29742     18824
  16.44330  16.45109     0.050     29749     18832
  16.44245  16.45015     0.050     29750     18845
  16.44160  16.44922     0.050     29751     18858
  16.44075  16.44828     0.050     29755     18865
  16.43990  16.44738     0.050     29760     18876
  16.43905  16.44653     0.050     29766     18884
  16.43820  16.44570     0.050     29768     18891
  16.43735  16.44495     0.050     29772     18909
  16.43650  16.44423     0.050     29781     18914
  16.43565  16.44349     0.050     29777     18920
  16.43480  16.44272     0.050     29793     18936
  16.43395  16.44189     0.050     29794     18947
  16.43310  16.44095     0.050     29793     18952
  16.43225  16.44001     0.050     29809     18971
  16.43140  16.43908     0.050     29817     18980
  16.43055  16.43814     0.050     29808     18980
  16.42970  16.43725     0.050     29814     18993
  16.42885  16.43639     0.050     29823     19008
  16.42800  16.43557     0.050     29819     19012
  16.42715  16.43483     0.050     29822     19021
  16.42630  16.43411     0.050     29828     19032
  16.42545  16.43336     0.050     29822     19040
  16.42460  16.43259     0.050     29833     19043
  16.42375  16.43173     0.050     29839     19061
  16.42290  16.43079     0.050     29846     19072
  16.42205  16.42985     0.050     29845     19076
  16.42120  16.42891     0.050     29840     19092
  16.42035  16.42797     0.050     29862     19107
  16.41950  16.42709     0.050     29860     19103
  16.41865  16.42624     0.050     29857     19118
  16.41780  16.42543     0.050     29868     19131
  16.41695  16.42469     0.050     29873     19139
  16.41610  16.42397     0.050     29871     19155
  16.41525  16.42322     0.050     29866     19153
  16.41440  16.42244     0.050     29890     19171
  16.41355  16.42156     0.050     29885     19175
  16.41270  16.42062     0.050     29879     19187
  16.41185  16.41969     0.050     29899     19197
  16.41100  16.41875     0.050     29902     19210
  16.41015  16.41782     0.050     29896     19213
  16.40930  16.41695     0.050     29908     19223
  16.40845  16.41610     0.050     29907     19238
  16.40760  16.41531     0.050     29912     19244
  16.40675  16.41459     0.050     29912     19254
  16.40590  16.41386     0.050     29926     19270
  16.40505  16.41310     0.050     29919     19276
  16.40420  16.41231     0.050     29928     19285
  16.40335  16.41141     0.050     29930     19292
  16.40250  16.41047     0.050     29928     19296
  16.40165  16.40954     0.050     29933     19310
  16.40080  16.40860     0.050     29939     19321
  16.39995  16.40768     0.050     29943     19338
  16.39910  16.40681     0.050     29954     19342
  16.39825  16.40597     0.050     29959     19355
  16.39740  16.40519     0.050     29958     19363
  16.39655  16.40446     0.050     29967     19377
  16.39570  16.40373     0.050     29974     19392
  16.39485  16.40297     0.050     29976     19393
  16.39400  16.40216     0.050     29980     19410
  16.39315  16.40124     0.050     29985     19421
  16.39230  16.40030     0.050     29982     19425
  16.39145  16.39937     0.050     29990     19435
  16.39060  16.39842     0.050     29999     19448
  16.38975  16.39751     0.050     29995     19459
  16.38890  16.39664     0.050     30009     19469
  16.38805  16.39581     0.050     30000     19475
  16.38720  16.39505     0.050     30004     19491
  16.38635  16.39433     0.050     30012     19502
  16.38550  16.39359     0.050     30013     19506
  16.38465  16.39283     0.050     30021     19518
  16.38380  16.39201     0.050     30022     19525
  16.38295  16.39109     0.050     30030     19534
  16.38210  16.39015     0.050     30035     19541
  16.38125  16.38923     0.050     30045     19561
  16.38040  16.38828     0.050     30042     19565
  16.37955  16.38738     0.050     30043     19578
  16.37870  16.38652     0.050     30047     19580
  16.37785  16.38570     0.050     30052     19591
  16.37700  16.38495     0.050     30064     19611
  16.37615  16.38423     0.050     30063     19616
  16.37530  16.38349     0.050     30065     19625
  16.37445  16.38273     0.050     30071     19636
  16.37360  16.38189     0.050     30069     19638
  16.37275  16.38096     0.050     30077     19651
  16.37190  16.38002     0.050     30074     19658
  16.37105  16.37909     0.050     30080     19671
  16.37020  16.37815     0.050     30086     19681
  16.36935  16.37726     0.050     30092     19694
  16.36850  16.37640     0.050     30088     19694
  16.36765  16.37559     0.050     30097     19706
  16.36680  16.37485     0.050     30102     19721
  16.36595  16.37412     0.050     30105     19732
  16.36510  16.37337     0.050     30104     19741
  16.36425  16.37260     0.050     30114     19753
  16.36340  16.37174     0.050     30112     19757
  16.36255  16.37080     0.050     30118     19768
  16.36170  16.36987     0.050     30110     19775
  16.36085  16.36893     0.050     30125     19787
  16.36000  16.36799     0.050     30121     19797
  16.35915  16.36711     0.050     30130     19808
  16.35830  16.36626     0.050     30131     19815
  16.35745  16.36545     0.050     30130     19819
  16.35660  16.36472     0.050     30153     19840
  16.35575  16.36400     0.050     30148     19852
  16.35490  16.36325     0.050     30148     19852
  16.35405  16.36248     0.050     30155     19865
  16.35320  16.36161     0.050     30163     19882
  16.35235  16.36067     0.050     30162     19885
  16.35150  16.35974     0.050     30159     19895
  16.35065  16.35880     0.050     30172     19907
  16.34980  16.35787     0.050     30169     19917
  16.34895  16.35700     0.050     30167     19919
  16.34810  16.35615     0.050     30180     19943
  16.34725  16.35536     0.050     30187     19945
  16.34640  16.35463     0.050     30188     19953
  16.34555  16.35390     0.050     30186     19964
  16.34470  16.35315     0.050     30202     19987
  16.34385  16.35237     0.050     30205     19987
  16.34300  16.35149     0.050     30200     19991
  16.34215  16.35054     0.050     30212     20013
  16.34130  16.34962     0.050     30216     20021
  16.34045  16.34868     0.050     30210     20020
  16.33960  16.34776     0.050     30218     20030
  16.33875  16.34689     0.050     30224     20052
  16.33790  16.34604     0.050     30223     20057
  16.33705  16.34526     0.050     30228     20067
  16.33620  16.34453     0.050     30234     20078
  16.33535  16.34380     0.050     30247     20093
  16.33450  16.34305     0.050     30239     20093
  16.33365  16.34226     0.050     30252     20106
  16.33280  16.34136     0.050     30258     20124
  16.33195  16.34042     0.050     30250     20126
  16.33110  16.33950     0.050     30259     20138
  16.33025  16.33855     0.050     30267     20155
  16.32940  16.33764     0.050     30272     20163
  16.32855  16.33678     0.050     30262     20163
  16.32770  16.33594     0.050     30276     20181
  16.32685  16.33517     0.050     30290     20195
  16.32600  16.33446     0.050     30273     20192
  16.32515  16.33373     0.050     30284     20210
  16.32430  16.33297     0.050     30297     20224
  16.32345  16.33218     0.050     30286     20224
  16.32260  16.33127     0.050     30293     20236
  16.32175  16.33033     0.050     30310     20255
  16.32090  16.32941     0.050     30309     20261
  16.32005  16.32847     0.050     30303     20266
  16.31920  16.32756     0.050     30311     20274
  16.31835  16.32670     0.050     30326     20295
  16.31750  16.32587     0.050     30316     20296
  16.31665  16.32511     0.050     30318     20306
  16.31580  16.32439     0.050     30330     20321
  16.31495  16.32365     0.050     30329     20331
  16.31410  16.32290     0.050     30332     20335
  16.31325  16.32209     0.050     30341     20351
  16.31240  16.32118     0.050     30345     20361
  16.31155  16.32025     0.050     30342     20364
  16.31070  16.31933     0.050     30347     20380
  16.30985  16.31838     0.050     30361     20389
  16.30900  16.31748     0.050     30350     20392
  16.30815  16.31662     0.050     30360     20410
  16.30730  16.31578     0.050     30371     20420
  16.30645  16.31502     0.050     30359     20422
  16.30560  16.31431     0.050     30379     20443
  16.30475  16.31357     0.050     30390     20455
  16.30390  16.31281     0.050     30391     20467
  16.30305  16.31199     0.050     30381     20476
  16.30220  16.31107     0.050     30399     20483
  16.30135  16.31015     0.050     30402     20503
  16.30050  16.30923     0.050     30394     20494
  16.29965  16.30829     0.050     30409     20514
  16.29880  16.30739     0.050     30410     20527
  16.29795  16.30654     0.050     30412     20532
  16.29710  16.30572     0.050     30408     20534
  16.29625  16.30497     0.050     30416     20554
  16.29540  16.30426     0.050     30433     20571
  16.29455  16.30352     0.050     30422     20572
  16.29370  16.30277     0.050     30428     20589
  16.29285  16.30195     0.050     30442     20599
  16.29200  16.30103     0.050     30436     20596
  16.29115  16.30010     0.050     30442     20604
  16.29030  16.29917     0.050     30444     20626
  16.28945  16.29824     0.050     30451     20634
  16.28860  16.29735     0.050     30448     20640
  16.28775  16.29650     0.050     30457     20655
  16.28690  16.29568     0.050     30472     20669
  16.28605  16.29493     0.050     30461     20677
  16.28520  16.29422     0.050     30469     20682
  16.28435  16.29348     0.050     30482     20700
  16.28350  16.29272     0.050     30468     20697
  16.28265  16.29189     0.050     30473     20714
  16.28180  16.29096     0.050     30480     20726
  16.28095  16.29004     0.050     30488     20732
  16.28010  16.28910     0.050     30487     20744
  16.27925  16.28816     0.050     30492     20751
  16.27840  16.28727     0.050     30508     20776
  16.27755  16.28642     0.050     30507     20777
  16.27670  16.28560     0.050     30507     20788
  16.27585  16.28486     0.050     30514     20804
  16.27500  16.28415     0.050     30521     20811
  16.27415  16.28341     0.050     30523     20819
  16.27330  16.28265     0.050     30529     20830
  16.27245  16.28181     0.050     30541     20843
  16.27160  16.28088     0.050     30533     20846
  16.27075  16.27996     0.050     30536     20860
  16.26990  16.27903     0.050     30551     20872
  16.26905  16.27810     0.050     30548     20887
  16.26820  16.27722     0.050     30550     20890
  16.26735  16.27637     0.050     30564     20913
  16.26650  16.27556     0.050     30564     20912
  16.26565  16.27483     0.050     30569     20926
  16.26480  16.27411     0.050     30577     20939
  16.26395  16.27337     0.050     30576     20943
  16.26310  16.27261     0.050     30580     20955
  16.26225  16.27176     0.050     30587     20963
  16.26140  16.27083     0.050     30586     20976
  16.26055  16.26991     0.050     30590     20983
  16.25970  16.26898     0.050     30587     20995
  16.25885  16.26805     0.050     30597     21006
  16.25800  16.26717     0.050     30598     21015
  16.25715  16.26632     0.050     30602     21022
  16.25630  16.26552     0.050     30609     21039
  16.25545  16.26479     0.050     30609     21047
  16.25460  16.26407     0.050     30607     21049
  16.25375  16.26333     0.050     30619     21073
  16.25290  16.26256     0.050     30617     21082
  16.25205  16.26170     0.050     30617     21079
  16.25120  16.26077     0.050     30637     21100
  16.25035  16.25985     0.050     30632     21104
  16.24950  16.25892     0.050     30625     21104
  16.24865  16.25798     0.050     30640     21122
  16.24780  16.25711     0.050     30650     21138
  16.24695  16.25627     0.050     30642     21145
  16.24610  16.25547     0.050     30639     21150
  16.24525  16.25474     0.050     30656     21163
  16.24440  16.25402     0.050     30658     21181
  16.24355  16.25328     0.050     30660     21182
  16.24270  16.25251     0.050     30670     21196
  16.24185  16.25166     0.050     30673     21214
  16.24100  16.25073     0.050     30677     21213
  16.24015  16.24981     0.050     30677     21224
  16.23930  16.24888     0.050     30693     21241
  16.23845  16.24795     0.050     30687     21251
  16.23760  16.24708     0.050     30685     21259
  16.23675  16.24623     0.050     30696     21274
  16.23590  16.24543     0.050     30701     21279
  16.23505  16.24471     0.050     30697     21290
  16.23420  16.24399     0.050     30703     21300
  16.23335  16.24325     0.050     30717     21318
  16.23250  16.24248     0.050     30714     21321
  16.23165  16.24162     0.050     30719     21331
  16.23080  16.24068     0.050     30718     21346
  16.22995  16.23976     0.050     30727     21358
  16.22910  16.23883     0.050     30723     21360
  16.22825  16.23790     0.050     30738     21370
  16.22740  16.23703     0.050     30740     21380
  16.22655  16.23619     0.050     30740     21393
  16.22570  16.23539     0.050     30738     21402
  16.22485  16.23467     0.050     30753     21416
  16.22400  16.23395     0.050     30754     21425
  16.22315  16.23320     0.050     30759     21435
  16.22230  16.23242     0.050     30762     21439
  16.22145  16.23155     0.050     30767     21454
  16.22060  16.23061     0.050     30767     21463
  16.21975  16.22969     0.050     30778     21476
  16.21890  16.22876     0.050     30771     21479
  16.21805  16.22784     0.050     30785     21496
  16.21720  16.22698     0.050     30790     21502
  16.21635  16.22614     0.050     30789     21508
  16.21550  16.22535     0.050     30784     21521
  16.21465  16.22463     0.050     30797     21533
  16.21380  16.22391     0.050     30802     21546
